obs.north_m,obs.east_m,obs.heading_deg,obs.speed_mps,obs.cross_track_error_m,obs.wind_speed_mps,obs.wind_dir_deg,obs.current_speed_mps,obs.current_dir_deg,act.t_sample_s,act.Hs_m,act.U_w_bar_mps,act.U_w_bar_knot,act.Tp_s,act.psi_ww_bar_deg,act.U_c_bar_mps,act.psi_c_bar_deg,act.valid,act.sea_state,done.terminated,done.truncated,reward
9077090.0,940555.5,-43.01564025878906,4.519222259521484,86.54460144042969,4.426414489746094,-180.0,0.16869649291038513,180.0,2000.0,3.2842063903808594,12.796502113342285,24.874410370422673,10.029581069946289,28.195894241333008,0.7249473333358765,-54.867095947265625,True,SS 5,False,False,-6.420036249938359
9080618.0,936666.875,-86.11349487304688,4.315080642700195,0.0,12.804901123046875,180.0,0.7537800073623657,-180.0,3200.0,3.304093837738037,13.137812614440918,25.537864913927184,10.945775985717773,134.71475219726562,0.9671992063522339,-150.59347534179688,True,SS 5,False,False,-7.912769999026896
9080660.0,932831.5625,-180.0,4.742232322692871,82.56027221679688,13.223424911499023,180.0,0.9792801737785339,-180.0,4400.0,3.2818450927734375,12.724207878112793,24.733881618222547,11.214179039001465,110.83233642578125,0.7081321477890015,29.4566650390625,True,SS 5,False,False,-6.425354965493286
9076663.0,931502.875,-155.31149291992188,4.462597846984863,94.10181427001953,12.814671516418457,180.0,0.7472437620162964,180.0,5600.0,3.3495020866394043,12.568336486816406,24.43089187010439,11.52703857421875,91.98817443847656,0.9193271398544312,166.45864868164062,True,SS 5,False,False,-5.120974530477547
9071660.0,930152.0,-130.14126586914062,4.509268283843994,0.0,12.784791946411133,180.0,0.9513146877288818,180.0,6800.0,3.3630943298339844,12.621293067932129,24.533831229533998,11.157663345336914,54.455196380615234,0.8428531885147095,157.42999267578125,True,SS 5,True,False,-12.536403713614666
