obs.north_m,obs.east_m,obs.heading_deg,obs.speed_mps,obs.cross_track_error_m,obs.wind_speed_mps,obs.wind_dir_deg,obs.current_speed_mps,obs.current_dir_deg,act.t_sample_s,act.Hs_m,act.Tp_s,act.U_w_bar_mps,act.psi_ww_bar_deg,act.U_c_bar_mps,act.psi_c_bar_deg,act.valid,act.sea_state,done.terminated,done.truncated,reward
9077870.0,938092.9375,-55.39250183105469,4.47641658782959,28.205394744873047,2.073579788208008,180.0,0.17751947045326233,-104.10762023925781,2500.0,3.3185503482818604,10.111848831176758,13.476017951965332,140.53973388671875,0.9775220155715942,173.53079223632812,False,,True,False,8.127564772182474
