Wall time,Step,Value
1763178093.3430133,36950,50.69158935546875
1763178102.4226193,37009,51.513755798339844
1763178110.6644638,37067,52.64403533935547
1763178113.119947,37084,50.84381103515625
1763178115.5290246,37101,52.245697021484375
1763178131.9255102,37215,49.82878112792969
1763178145.4799461,37307,51.381797790527344
1763178149.4359827,37332,49.967994689941406
1763178152.0491412,37351,50.4543342590332
1763178160.9347434,37410,51.428985595703125
1763178170.3871684,37476,50.30225372314453
1763178179.4626815,37538,50.167205810546875
1763178181.751232,37554,50.26601791381836
1763178191.9072006,37627,50.97895050048828
1763178210.923574,37753,51.38317108154297
1763178219.5049465,37809,48.62406921386719
1763178222.0663803,37827,49.95436096191406
1763178224.3852477,37843,51.00660705566406
1763178228.7470174,37872,52.4703483581543
1763178231.5012548,37892,50.30939483642578
1763178246.0908868,37995,51.398704528808594
1763178254.710833,38052,51.462730407714844
1763178256.83814,38066,50.02873992919922
1763178261.3174965,38097,49.93804168701172
1763178265.6215882,38127,51.49982833862305
1763178272.366413,38173,49.89707565307617
1763178274.4838567,38187,51.036346435546875
1763178276.6560647,38201,51.284767150878906
1763178279.432889,38221,48.9562873840332
1763178286.02103,38265,51.11035919189453
1763178296.7351165,38340,49.460243225097656
1763178310.0245779,38436,50.98338317871094
1763178312.8186615,38457,49.506805419921875
1763178315.1251392,38473,49.28408432006836
1763178327.9836068,38558,50.28995132446289
1763178368.7013767,38839,49.89300537109375
1763178377.7238119,38899,50.56804656982422
1763178383.1219585,38937,50.013999938964844
1763178394.0695555,39009,50.643707275390625
1763178445.6681087,39351,48.973297119140625
1763178449.695432,39378,50.907108306884766
1763178461.590838,39459,49.36322784423828
1763178466.35754,39493,49.06072235107422
1763178475.7051077,39558,50.246116638183594
1763178479.8803036,39586,47.96018981933594
1763178496.813227,39697,51.582054138183594
1763178510.861519,39790,48.521385192871094
1763178519.811102,39850,50.11449432373047
1763178535.23574,39956,49.030311584472656
1763178539.595724,39986,49.46244812011719
1763178554.3491414,40086,50.74595642089844
1763178558.6919107,40115,47.39307403564453
1763178565.7856636,40162,51.021583557128906
1763178573.1660924,40214,48.454776763916016
1763178591.446033,40339,50.546592712402344
1763178593.6129346,40353,50.70896911621094
1763178599.9736683,40394,48.11545944213867
1763178616.3157902,40505,49.0783576965332
1763178623.4558425,40555,49.9521598815918
1763178643.768195,40688,48.97458267211914
1763178653.7208161,40756,48.62200927734375
1763178660.9190133,40804,49.53020477294922
1763178663.3768399,40821,47.97765350341797
1763178686.3262959,40978,50.809146881103516
1763178688.904683,40997,49.636863708496094
1763178697.7000272,41056,50.1324348449707
1763178702.6270487,41089,49.36536407470703
1763178704.9129052,41104,50.265193939208984
1763178715.3127506,41178,48.709922790527344
1763178717.5412793,41193,47.61554718017578
1763178724.9008749,41244,49.8795166015625
1763178726.7210479,41255,48.81854248046875
1763178743.8254466,41370,48.87681198120117
1763178752.0428555,41424,50.271522521972656
1763178755.7225356,41446,49.09346389770508
1763178760.4124985,41479,49.191184997558594
1763178763.1099734,41498,51.590118408203125
1763178783.535887,41632,47.51874542236328
1763178790.834233,41683,49.189674377441406
1763178810.0211053,41817,50.80216979980469
1763178814.5588872,41848,49.052818298339844
1763178824.1826625,41914,49.734222412109375
1763178826.9363673,41934,51.6287841796875
1763178837.8648038,42008,49.19392395019531
1763178852.7333598,42106,48.7252197265625
1763178882.8612487,42311,47.909175872802734
1763178896.16451,42402,48.393035888671875
1763178902.9472737,42449,48.835670471191406
1763178907.6808078,42483,49.38314437866211
1763178917.237392,42550,49.331199645996094
1763178927.4041247,42623,50.71933364868164
1763178932.845626,42661,49.649681091308594
1763178943.111877,42726,50.60691833496094
1763178945.412898,42741,51.32651138305664
1763178947.6742704,42756,49.46110153198242
1763178966.4494207,42886,47.02799987792969
1763178979.8397815,42977,50.168548583984375
1763178988.107236,43029,49.364585876464844
1763178990.6085575,43047,51.21442413330078
1763178993.07829,43063,49.33859634399414
1763179013.8868673,43203,49.28314971923828
1763179026.1123867,43287,50.55430603027344
1763179058.9624202,43511,50.059349060058594
1763179063.386186,43541,49.651180267333984
1763179108.2397246,43841,48.38055419921875
1763179110.6259205,43857,49.91490936279297
1763179119.6610246,43918,48.96956253051758
1763179121.787767,43933,49.640628814697266
1763179124.2387874,43950,48.28926086425781
1763179166.4363198,44241,47.82598876953125
1763179176.816454,44309,47.477210998535156
1763179193.491891,44422,49.364253997802734
1763179195.6669517,44436,48.019683837890625
1763179209.8683572,44535,50.782257080078125
1763179214.530346,44568,48.687705993652344
1763179225.2996228,44640,48.43022155761719
1763179229.913324,44672,49.532936096191406
1763179283.0008914,45030,49.40083694458008
1763179287.6742575,45062,47.588417053222656
1763179292.0270078,45089,49.8008918762207
1763179309.6487591,45206,47.580543518066406
1763179316.5015347,45251,48.02094268798828
1763179334.2857878,45371,48.02948760986328
1763179341.7293947,45422,47.760074615478516
1763179348.6445236,45468,48.727760314941406
1763179377.6122954,45662,49.4928092956543
1763179393.071878,45768,47.18120193481445
1763179406.4950013,45856,48.721961975097656
1763179419.9392533,45948,48.62407684326172
1763179421.875096,45960,48.505462646484375
1763179436.3287878,46058,47.25034713745117
1763179458.6892881,46207,47.9998893737793
1763179470.7663994,46292,46.29656982421875
1763179472.9483514,46307,48.82295608520508
1763179479.3603935,46351,49.117889404296875
1763179493.2437758,46446,48.495567321777344
1763179497.6591551,46476,48.6986083984375
1763179503.5865247,46512,46.757652282714844
1763179510.5628161,46558,48.71863555908203
1763179517.2289975,46602,48.64342498779297
1763179520.0618992,46622,47.67919158935547
1763179561.5524213,46903,45.140987396240234
1763179594.735696,47128,49.08123016357422
1763179626.3863544,47336,47.51832580566406
1763179633.109535,47381,48.55812454223633
1763179635.7327926,47400,48.442474365234375
1763179639.843952,47428,49.29692459106445
1763179642.4977362,47447,48.13702392578125
1763179689.6200345,47759,49.499847412109375
1763179691.972378,47775,46.463340759277344
1763179702.64677,47845,49.038108825683594
1763179709.8188212,47895,47.310020446777344
1763179718.5310495,47953,46.70201873779297
1763179722.3606794,47977,49.80897521972656
1763179732.2224226,48043,48.89276885986328
1763179740.5789566,48098,48.118255615234375
1763179748.4689846,48149,47.44654083251953
1763179805.752544,48542,49.14306640625
1763179808.3230963,48560,48.769012451171875
1763179830.9059896,48705,46.80213165283203
1763179849.001113,48828,47.79625701904297
1763179850.9353466,48841,49.0189208984375
1763179856.9838796,48880,46.51914978027344
1763179862.281135,48918,46.9400634765625
1763179864.4310744,48932,45.98900604248047
1763179883.0711744,49054,48.18545150756836
1763179897.6455443,49147,47.99076843261719
1763179931.0029597,49370,47.44300842285156
1763179933.776571,49390,47.102394104003906
1763179940.4232998,49434,49.425594329833984
1763179982.2648795,49714,48.11127471923828
1763179992.8019488,49783,51.385711669921875
1763179994.684818,49795,47.67137145996094
1763179998.8591087,49822,49.566226959228516
1763180014.182021,49923,50.570831298828125
1763180029.1578417,50020,50.91259002685547
1763180031.3433115,50035,48.62066650390625
1763180049.7669997,50158,49.34272766113281
1763180058.6057594,50217,46.53086853027344
1763180062.6961133,50244,49.97746276855469
1763180072.8646266,50316,48.183597564697266
1763180093.7770364,50458,47.59098815917969
1763180110.6769052,50574,46.838829040527344
1763180112.9758487,50590,47.77044677734375
1763180123.389921,50658,48.745338439941406
1763180140.8557775,50774,49.31418991088867
1763180160.5034945,50905,48.95820617675781
1763180162.2681117,50916,47.98673629760742
1763180170.0721936,50968,48.099609375
1763180181.5416005,51046,49.93107986450195
1763180187.8601718,51089,47.788421630859375
1763180192.3588696,51119,47.29515838623047
1763180199.4883933,51169,47.82511901855469
1763180206.7264404,51219,49.79604721069336
1763180216.4777248,51287,46.26472473144531
1763180232.5451605,51388,48.191505432128906
1763180250.1838403,51507,49.44502258300781
1763180259.0413156,51565,47.90409851074219
1763180265.8763216,51611,46.21511459350586
1763180268.0762327,51626,48.614410400390625
1763180281.0192635,51712,48.40561294555664
1763180282.958193,51725,50.324363708496094
1763180301.7276087,51853,47.42018127441406
1763180310.710725,51913,46.60947036743164
1763180313.3402464,51932,47.90803527832031
1763180315.3640692,51946,46.988685607910156
1763180319.4607775,51974,47.19134521484375
1763180325.7722125,52016,49.18873977661133
1763180342.2619553,52126,49.453468322753906
1763180345.0666518,52147,49.30806350708008
1763180363.3307889,52273,46.50341033935547
1763180365.306728,52285,48.59147644042969
1763180385.311003,52416,48.16320037841797
1763180394.0222843,52474,48.47406005859375
1763180398.0067892,52500,49.52942657470703
1763180404.1517942,52539,47.58999252319336
1763180415.7025893,52618,49.31783676147461
1763180417.816655,52632,48.11699676513672
1763180423.2442694,52672,47.816925048828125
1763180424.8785498,52681,48.29134750366211
1763180426.9425447,52695,50.01465606689453
1763180438.4319932,52771,48.13323211669922
1763180469.5441906,52986,50.12599182128906
1763180489.50152,53119,47.643577575683594
1763180502.0020905,53200,47.49605178833008
1763180516.9412355,53301,48.882667541503906
1763180519.3181493,53318,47.93113708496094
1763180537.9283676,53442,49.43385314941406
1763180554.2203257,53553,49.7529296875
1763180574.7532713,53690,47.417022705078125
1763180580.9614444,53729,49.42833709716797
1763180598.0408664,53845,49.50286102294922
1763180602.3260086,53873,49.78321838378906
1763180610.720437,53928,49.7889289855957
1763180632.947558,54079,47.919227600097656
1763180635.2666664,54095,48.756614685058594
1763180642.4686387,54146,48.22132110595703
1763180653.0665164,54216,47.66949462890625
1763180662.14935,54277,48.23445129394531
1763180691.1371448,54471,48.24454879760742
1763180695.1661832,54497,47.91049575805664
1763180697.5096247,54512,46.80958938598633
1763180711.205943,54601,48.371131896972656
1763180713.3328407,54615,49.54949951171875
1763180715.7955148,54632,46.330623626708984
1763180720.5997193,54665,46.41449737548828
1763180749.9045134,54858,47.68482971191406
1763180790.491122,55132,48.55876922607422
1763180803.3920867,55216,49.96037292480469
1763180819.7439091,55327,50.59825134277344
1763180832.7368147,55412,48.68321228027344
1763180841.4329045,55469,47.2999153137207
1763180845.2550943,55492,49.46477127075195
1763180850.0548966,55523,46.930870056152344
1763180862.8636441,55606,46.71604919433594
1763180870.3773603,55658,47.948524475097656
1763180874.6907563,55688,48.6954460144043
1763180881.6941624,55737,46.93297576904297
1763180888.987869,55788,47.4672737121582
1763180895.4031944,55830,48.15334701538086
1763180914.9061754,55959,46.22657775878906
1763180919.1646378,55986,49.25309753417969
1763180946.3794222,56165,49.72416305541992
1763180948.2958033,56178,48.066307067871094
1763180950.1704092,56190,46.238494873046875
1763180981.4910443,56404,47.62272644042969
1763180991.297508,56472,48.27140808105469
1763181000.7275045,56536,49.27111053466797
1763181008.6621919,56588,47.11854553222656
1763181010.8992476,56603,48.344818115234375
1763181017.4568567,56648,47.53016662597656
1763181021.4176521,56674,45.246368408203125
1763181025.9661303,56704,46.83595657348633
1763181043.7643867,56825,48.52533721923828
1763181048.7213898,56860,46.9736328125
1763181055.2595184,56904,47.5160026550293
1763181060.7344224,56938,46.361793518066406
1763181067.0643706,56979,48.12948989868164
1763181071.5305314,57009,47.98292922973633
1763181078.9627597,57062,47.98024368286133
1763181086.2247896,57111,47.195831298828125
1763181123.314405,57359,48.192176818847656
1763181138.384607,57458,48.82460021972656
1763181148.7938678,57526,47.90544891357422
1763181150.69317,57538,48.5667610168457
1763181153.4570043,57558,48.712135314941406
1763181157.911749,57588,47.68196105957031
1763181159.9749804,57601,45.653682708740234
1763181164.0719283,57627,48.96598815917969
1763181168.0899227,57654,48.050987243652344
1763181176.394238,57711,48.21133804321289
1763181185.4420083,57772,48.86670684814453
1763181197.7991626,57859,47.577552795410156
1763181201.5660744,57883,45.58466720581055
1763181217.859574,57994,48.77665710449219
1763181222.071887,58023,45.91217803955078
1763181224.4737077,58040,45.698158264160156
1763181234.9053063,58109,46.516197204589844
1763181243.428557,58165,47.47251892089844
1763181254.636069,58242,47.94187927246094
1763181258.752031,58268,47.23453903198242
1763181261.0537782,58283,46.756900787353516
1763181283.4371076,58434,47.00692367553711
1763181285.586241,58448,47.36095428466797
1763181294.1457162,58502,47.21070861816406
1763181300.8893914,58549,46.947776794433594
1763181307.2922537,58591,45.796600341796875
1763181309.2702644,58604,46.730857849121094
1763181315.758715,58648,45.963871002197266
1763181317.6960742,58660,47.285369873046875
1763181321.7551086,58686,47.68758773803711
1763181331.561707,58746,47.686912536621094
1763181333.7287161,58761,48.14581298828125
1763181348.334897,58857,47.63977813720703
1763181350.5112932,58871,48.804237365722656
1763181359.932202,58936,50.099578857421875
1763181364.884164,58971,45.84697723388672
1763181369.0546792,58999,48.23332595825195
1763181377.7475462,59058,48.38939666748047
1763181398.108907,59186,47.18758010864258
1763181402.1394532,59212,47.37604904174805
1763181406.135023,59236,47.3827018737793
1763181408.4876919,59252,47.469764709472656
1763181416.488974,59303,49.11029815673828
1763181422.4309685,59341,47.44457244873047
1763181440.187633,59459,47.56529235839844
1763181449.8832312,59525,46.88920211791992
1763181480.9255133,59730,47.38844680786133
1763181489.2635677,59784,48.10474395751953
1763181493.8680243,59814,47.09785461425781
1763181504.3340786,59882,46.941951751708984
1763181506.5816078,59897,45.41534423828125
1763181510.6269724,59923,48.250274658203125
1763181514.7664268,59950,47.4741096496582
1763181516.8511426,59963,47.68195343017578
1763181520.7950447,59988,46.65647888183594
1763181524.888046,60015,46.5318603515625
1763181527.064724,60029,46.31724548339844
1763181542.9887257,60140,46.13716125488281
1763181550.3307846,60192,46.564720153808594
1763181561.8885207,60270,47.104190826416016
1763181588.434931,60448,46.88623809814453
1763181597.1510167,60503,46.442222595214844
1763181603.5434,60542,48.383113861083984
1763181624.9133506,60683,46.86182403564453
1763181638.690422,60777,46.33995056152344
1763181640.954024,60792,47.08137893676758
1763181645.3560746,60821,47.714683532714844
1763181651.7561371,60863,46.2569580078125
1763181658.1034484,60904,48.359764099121094
1763181660.2184756,60918,48.34202194213867
1763181661.9870834,60929,47.088233947753906
1763181683.5273962,61074,48.26933288574219
1763181685.3195677,61085,46.769779205322266
1763181687.338059,61098,46.01863098144531
1763181692.206913,61132,47.23651123046875
1763181717.658786,61298,46.701560974121094
1763181720.5308309,61319,46.53542709350586
1763181722.5879557,61333,47.404823303222656
1763181724.3049805,61343,46.67561340332031
1763181742.0666633,61463,46.25240707397461
1763181761.9293027,61598,49.88444900512695
1763181799.997688,61850,46.63264465332031
1763181831.3619,62058,45.73454284667969
1763181841.2598624,62126,45.74485778808594
1763181843.2588603,62139,43.34291076660156
1763181847.7331982,62169,45.47595977783203
1763181864.577873,62278,47.78704071044922
1763181868.4475157,62303,46.14701843261719
1763181877.2180986,62361,46.44639587402344
1763181899.6533093,62514,47.14311218261719
1763181917.4593062,62635,47.44451904296875
1763181919.5212524,62648,44.78096008300781
1763181944.8124928,62817,45.662879943847656
1763181961.7746701,62928,46.54939270019531
1763181974.837225,63015,44.603904724121094
1763181976.9798815,63029,45.40508270263672
1763181982.032894,63064,47.32659149169922
1763181986.7032676,63095,48.1346549987793
1763181997.656794,63168,47.18743133544922
1763182039.8135865,63450,45.60377502441406
1763182052.4325202,63533,46.789207458496094
1763182054.3605702,63545,44.75428009033203
1763182077.0923474,63699,46.64548873901367
1763182081.8748367,63732,46.467254638671875
1763182088.4867048,63776,45.58280944824219
1763182090.4406202,63789,46.1357307434082
1763182092.7014425,63805,44.3381233215332
1763182116.0224397,63957,43.346900939941406
1763182122.3704236,63999,45.036949157714844
1763182136.0706267,64089,46.25532150268555
1763182146.4500558,64157,45.30379867553711
1763182151.5137377,64192,47.889404296875
1763182155.8810735,64220,46.887168884277344
1763182160.8782995,64255,48.00244140625
1763182181.1579022,64389,45.80051803588867
1763182191.051314,64459,46.31467819213867
1763182198.98158,64510,46.131561279296875
1763182202.9219494,64536,46.454376220703125
1763182209.2766945,64576,46.517967224121094
1763182229.0922613,64707,48.010597229003906
1763182231.1729572,64721,46.30760955810547
1763182239.7610648,64779,47.2909049987793
1763182252.2030373,64860,47.398719787597656
1763182257.1622117,64895,45.352943420410156
1763182282.2063105,65061,47.69089126586914
1763182284.2977462,65074,49.329566955566406
1763182286.3881576,65088,46.842926025390625
1763182288.3492768,65100,46.06201934814453
1763182294.9328814,65144,46.14185333251953
1763182304.5580292,65209,45.94364929199219
1763182317.7192829,65295,46.269622802734375
1763182319.8189285,65307,46.38303756713867
1763182326.9911566,65356,46.50786590576172
1763182343.7828712,65467,44.94419860839844
1763182354.4208684,65536,46.571048736572266
1763182362.0992773,65589,46.692039489746094
1763182370.2373755,65647,48.08074951171875
1763182372.682711,65663,42.962703704833984
1763182385.4496653,65747,46.160255432128906
1763182389.614312,65773,46.697872161865234
1763182402.3855963,65860,45.08934783935547
1763182409.6995528,65911,45.38759231567383
1763182416.0083356,65952,46.319026947021484
1763182418.4099567,65968,44.94221878051758
1763182426.524171,66020,44.67707061767578
1763182466.080109,66281,46.675819396972656
1763182474.5694525,66335,46.528236389160156
1763182478.8458695,66364,45.77802276611328
1763182489.3461912,66433,46.833553314208984
1763182499.986204,66505,44.33326721191406
1763182529.482833,66706,45.31907653808594
1763182538.3707526,66765,44.62859344482422
1763182544.2336962,66802,45.15364074707031
1763182576.2478783,67014,45.78643035888672
1763182601.2379615,67183,45.810157775878906
1763182603.4525087,67198,44.38043212890625
1763182610.7604368,67249,46.79418182373047
1763182624.232228,67340,46.237091064453125
1763182639.72049,67445,43.52299499511719
1763182641.5575233,67456,45.29145431518555
1763182643.7990043,67471,43.845314025878906
1763182645.5754573,67481,46.12885284423828
1763182647.8795657,67497,43.96281433105469
1763182649.655062,67507,48.017215728759766
1763182666.5337412,67617,46.51211929321289
1763182715.4326053,67941,47.53528594970703
1763182717.6422865,67956,47.41836929321289
1763182719.7571979,67970,44.68763732910156
1763182734.758034,68068,44.654808044433594
1763182759.5044987,68236,44.40558624267578
1763182763.5881007,68263,43.20746612548828
1763182790.7320502,68443,44.784183502197266
1763182792.651119,68455,44.953651428222656
1763182798.7903678,68495,43.646575927734375
1763182803.4608164,68525,46.16367721557617
1763182805.0991871,68535,46.69286346435547
1763182809.8938165,68568,44.300689697265625
1763182850.9304147,68843,44.79262161254883
1763182861.978338,68916,44.80233383178711
1763182867.9415314,68956,43.978355407714844
1763182874.2958667,68998,42.83271789550781
1763182895.6383271,69146,46.80914306640625
1763182897.4988103,69158,45.763671875
1763182910.048509,69240,45.95933532714844
1763182914.63382,69272,43.90376663208008
1763182916.821592,69286,45.49024963378906
1763182930.166168,69377,46.55086898803711
1763182936.3489592,69417,45.505287170410156
1763182950.2392402,69511,46.467437744140625
1763182954.869684,69543,44.196685791015625
1763182958.9251676,69569,46.563072204589844
1763182965.2851322,69610,43.31475067138672
1763182984.9797838,69740,45.858009338378906
1763182996.5073092,69821,46.23584747314453
1763183001.088583,69853,46.150360107421875
1763183002.862668,69864,48.13483428955078
1763183005.0629401,69878,45.222015380859375
1763183029.84512,70047,46.476829528808594
1763183052.2638702,70197,45.233123779296875
1763183070.1724384,70315,44.80314636230469
1763183108.381107,70573,43.449668884277344
1763183123.5947978,70674,45.942649841308594
1763183125.6559546,70688,44.34614944458008
1763183132.2492003,70731,44.09221649169922
1763183153.7013235,70875,45.70167541503906
1763183167.292576,70965,44.00946807861328
1763183176.5330224,71027,42.626930236816406
1763183188.3986235,71108,45.563934326171875
1763183192.9367292,71137,42.82902526855469
1763183196.5014918,71158,45.150028228759766
1763183201.143346,71190,43.10637664794922
1763183205.6441534,71221,45.39166259765625
1763183215.055708,71288,44.730342864990234
1763183217.3047204,71304,44.42596435546875
1763183223.3745968,71342,42.61185073852539
1763183237.2425928,71437,44.47431945800781
1763183241.0004876,71461,43.93706512451172
1763183247.7136588,71504,44.49207305908203
1763183266.1743863,71630,44.89381408691406
1763183270.061913,71654,43.339141845703125
1763183271.8518276,71664,45.43254470825195
1763183274.0500505,71679,44.91534423828125
1763183290.8074322,71792,44.94176483154297
1763183323.293955,72005,45.213863372802734
1763183327.779625,72036,43.275394439697266
1763183331.6882021,72060,45.070404052734375
1763183335.6395237,72086,44.4615478515625
1763183339.7419155,72112,46.0379753112793
1763183358.8357086,72238,44.8917236328125
1763183367.2303395,72290,42.86463165283203
1763183396.9867213,72489,44.539215087890625
1763183406.3284929,72552,43.95024871826172
1763183448.6769586,72836,41.168128967285156
1763183479.8890924,73041,44.42043685913086
1763183481.8170993,73053,43.50739669799805
1763183494.3365068,73135,45.84646224975586
1763183496.19184,73146,43.262386322021484
1763183500.6500921,73176,43.633296966552734
1763183507.028522,73216,45.271522521972656
1763183517.509031,73285,44.793853759765625
1763183523.848869,73327,42.394309997558594
1763183525.9060676,73340,43.272499084472656
1763183530.0848124,73367,43.65884017944336
1763183563.8845336,73589,45.46406555175781
1763183578.9829636,73692,43.73626708984375
1763183589.1591825,73763,42.0747184753418
1763183604.926529,73870,44.37974548339844
1763183606.9244964,73883,43.17047882080078
1763183623.9898915,74001,43.137451171875
1763183630.324692,74041,42.807247161865234
1763183683.1495996,74392,44.633056640625
1763183689.6092103,74435,43.36076736450195
1763183703.8573818,74528,42.782501220703125
1763183710.798998,74576,43.86481857299805
1763183712.879963,74590,42.73013687133789
1763183716.5537016,74613,41.57493591308594
1763183718.8941216,74629,43.929683685302734
1763183734.3042443,74733,45.10499572753906
1763183738.7425478,74763,43.6213264465332
1763183762.5495608,74924,41.36351776123047
1763183773.8769712,75001,43.64507293701172
1763183793.0652094,75125,44.26904296875
1763183797.6235943,75155,42.96588897705078
1763183802.109119,75186,43.2536735534668
1763183811.1270537,75246,46.4715576171875
1763183817.4171014,75287,45.295841217041016
1763183847.0679722,75486,44.041099548339844
1763183849.1139407,75499,43.827171325683594
1763183851.6169057,75517,40.561622619628906
1763183864.3891628,75598,43.57425308227539
1763183880.935932,75706,44.032493591308594
1763183892.9387958,75785,43.145050048828125
1763183895.1990397,75800,43.14649200439453
1763183896.9988413,75810,43.94221496582031
1763183906.1661618,75872,43.9664306640625
1763183917.5421994,75948,42.28299331665039
1763183931.65745,76036,43.68834686279297
1763183948.7554045,76148,42.661380767822266
1763183957.0053704,76202,44.05097579956055
1763183966.6845493,76269,44.51380920410156
1763183970.822394,76296,42.571807861328125
1763183982.80238,76374,45.53168487548828
1763183989.5604193,76421,40.81125259399414
1763183993.9590435,76450,42.322731018066406
1763183997.7115967,76475,45.56859588623047
1763184001.5286653,76499,44.011573791503906
1763184007.7547138,76542,41.1748046875
1763184018.545322,76615,42.43656921386719
1763184044.0959585,76782,42.58755874633789
1763184055.839082,76864,43.523101806640625
1763184066.617057,76936,40.704681396484375
1763184107.3106687,77212,42.50196075439453
1763184116.2754972,77270,42.6844596862793
1763184122.8850904,77314,45.02632522583008
1763184134.189485,77390,40.82700729370117
1763184149.2003555,77489,43.78413391113281
1763184157.5436878,77544,43.429039001464844
1763184162.173229,77575,41.93050003051758
1763184175.6281486,77664,42.239768981933594
1763184177.702415,77678,42.640869140625
1763184190.9773982,77768,43.288970947265625
1763184206.4826224,77872,41.68095397949219
1763184220.0360563,77964,43.02916717529297
1763184226.9560964,78010,41.02848434448242
