obs.north_m,obs.east_m,obs.heading_deg,obs.speed_mps,obs.cross_track_error_m,obs.wind_speed_mps,obs.wind_dir_deg,obs.current_speed_mps,obs.current_dir_deg,act.t_sample_s,act.Hs_m,act.U_w_bar_mps,act.U_w_bar_knot,act.Tp_s,act.psi_ww_bar_deg,act.U_c_bar_mps,act.psi_c_bar_deg,act.valid,act.sea_state,done.terminated,done.truncated,reward
9077141.0,940152.4375,-48.34695816040039,4.543725967407227,104.81536102294922,3.3496816158294678,180.0,0.2525287866592407,-71.4205093383789,2000.0,0.2969115972518921,0.707414448261261,1.3751036910055068,23.998977661132812,-25.241973876953125,0.9033732414245605,44.07027816772461,False,,True,False,-17.709922927426977
